[0.55338705 0.609375  ]	0.5218029
[0.45693398 0.59375   ]	0.63781804
[0.34991765 0.734375  ]	0.77358127
[0.31584382 0.84375   ]	0.9164347
[0.26099327 0.9375    ]	1.0649363
[0.20444503 0.96875   ]	1.2793293
[0.17912047 1.        ]	1.3105927
[0.1746919 1.       ]	1.4181991
[0.14726901 0.984375  ]	1.5478175
[0.13696228 1.        ]	1.709028
[0.11168233 1.        ]	1.7626162
[0.10237038 1.        ]	1.9435313
[0.10353402 1.        ]	1.9851933
[0.08071481 1.        ]	2.0114317
[0.08433924 1.        ]	2.0765462
[0.09486961 1.        ]	2.2708888
[0.07603981 1.        ]	2.3219178
[0.06594063 1.        ]	2.330037
[0.05728186 1.        ]	2.5455813
[0.06908773 1.        ]	2.569623
[0.04956784 1.        ]	2.5856435
[0.05189792 1.        ]	2.6871371
[0.05258612 1.        ]	2.850509
[0.0477714 1.       ]	2.7317295
[0.03944609 1.        ]	2.9102783
[0.03818953 1.        ]	2.8635726
[0.03655027 1.        ]	3.0006728
[0.03316084 1.        ]	2.9472952
[0.03238207 1.        ]	3.0548344
[0.03006665 1.        ]	3.0682273
[0.03181596 1.        ]	3.084915
[0.02716065 1.        ]	3.1092558
[0.03894792 1.        ]	3.1654944
[0.03012857 1.        ]	3.1134167
[0.02518432 1.        ]	3.3329265
[0.02329815 1.        ]	3.3298986
[0.02624792 1.        ]	3.3834987
[0.02815793 1.        ]	3.2409644
[0.02570836 1.        ]	3.3632321
[0.02499935 1.        ]	3.4627614
[0.02874118 1.        ]	3.3319173
[0.02420277 1.        ]	3.4832852
[0.0205868 1.       ]	3.5719526
[0.02097809 1.        ]	3.6664572
[0.01831684 1.        ]	3.706707
[0.019028 1.      ]	3.6335645
[0.01796763 1.        ]	3.7088733
[0.01662194 1.        ]	3.65556
[0.01734902 1.        ]	3.7198834
[0.01785292 1.        ]	3.7629428
[0.01768109 1.        ]	3.614402
[0.01639641 1.        ]	3.862755
[0.01751195 1.        ]	3.821904
[0.01905763 1.        ]	3.8971305
[0.01924498 1.        ]	3.7497745
[0.0185353 1.       ]	3.759666
[0.0138033 1.       ]	3.8391154
[0.0151326 1.       ]	3.8382058
[0.01812357 1.        ]	4.0288734
[0.01680813 1.        ]	3.9747112
[0.01506201 1.        ]	3.984636
[0.01493485 1.        ]	4.136098
[0.01258231 1.        ]	4.0719852
[0.01689165 1.        ]	4.0370507
[0.0133637 1.       ]	3.9019918
[0.01031692 1.        ]	4.0823717
[0.01779636 1.        ]	4.078938
[0.01347781 1.        ]	4.121292
[0.01009581 1.        ]	4.2412987
[0.01284157 1.        ]	4.090501
[0.01721008 1.        ]	4.159149
[0.01425601 1.        ]	4.2125463
[0.01458744 1.        ]	4.2548985
[0.0151198 1.       ]	4.0345783
[0.01461241 1.        ]	4.075224
[0.01474243 1.        ]	4.2803726
[0.01270679 1.        ]	4.431888
[0.01693673 1.        ]	4.38611
[0.00897934 1.        ]	4.3428545
[0.01541956 1.        ]	4.4557085
[0.01107193 1.        ]	4.40142
[0.01256615 1.        ]	4.35604
[0.01319806 1.        ]	4.457409
[0.00892741 1.        ]	4.341812
[0.01362139 1.        ]	4.2586985
[0.01176122 1.        ]	4.476521
[0.01598117 1.        ]	4.3722143
[0.01318833 1.        ]	4.530616
[0.0127905 1.       ]	4.518649
[0.01450723 1.        ]	4.6427655
[0.01119729 1.        ]	4.617335
[0.01521883 1.        ]	4.48636
[0.01337248 1.        ]	4.482307
[0.01490122 1.        ]	4.5844426
[0.02114894 1.        ]	4.789878
[0.01345958 1.        ]	4.8539004
[0.01583451 1.        ]	4.565073
[0.01785004 1.        ]	4.7781544
[0.00882681 1.        ]	4.8455935
[0.01004854 1.        ]	4.616917
[0.01070832 1.        ]	4.9198413
[0.01465855 1.        ]	4.8776865
[0.01510803 1.        ]	4.7218037
[0.01240772 1.        ]	4.668746
[0.02803629 1.        ]	5.0760064
[0.01717665 1.        ]	4.7244625
[0.00920962 1.        ]	4.733124
[0.01779961 1.        ]	4.717234
[0.02023122 1.        ]	4.947317
[0.01866336 1.        ]	4.9066744
[0.0156037 1.       ]	4.9186616
[0.0178836 1.       ]	5.2257824
[0.04023093 1.        ]	5.0679235
[0.02311321 1.        ]	4.976424
[0.04189145 1.        ]	5.520468
[0.03494392 1.        ]	4.8147926
[0.05181545 1.        ]	5.7449107
[0.4539152 0.828125 ]	4.5770063
[0.03623438 0.984375  ]	5.875107
[0.7259715 0.75     ]	3.4659166
[0.38417912 0.828125  ]	3.7686355
[0.06479675 0.984375  ]	5.0134945
[0.03515211 1.        ]	5.10464
[0.04043454 1.        ]	4.9999213
[0.02275269 1.        ]	4.3051157
[0.03781223 0.984375  ]	4.327552
[0.08233084 0.96875   ]	4.4693794
[0.09368618 0.953125  ]	4.5991936
[0.14519513 0.96875   ]	3.7410758
[0.14486434 0.90625   ]	4.8349123
[0.53606164 0.78125   ]	2.7621922
[0.38029575 0.828125  ]	2.7869718
[0.10037774 0.953125  ]	3.7092204
[0.04764789 0.984375  ]	4.4543896
[0.14812505 0.9375    ]	3.462263
[0.15217392 0.921875  ]	3.7750075
[0.04620586 0.984375  ]	4.1424522
[0.05636332 1.        ]	3.9790225
[0.08289398 0.984375  ]	3.8428707
[0.1895023 0.921875 ]	3.7910733
[0.10820291 0.96875   ]	3.941887
[0.18109593 0.921875  ]	4.1205254
[0.33159167 0.828125  ]	3.2677786
[0.08661217 0.953125  ]	3.9133515
[0.10499899 0.984375  ]	3.6453915
[0.24133924 0.890625  ]	4.569359
[0.9092796 0.578125 ]	2.7139158
[0.7976535 0.75     ]	2.3091602
[0.21391912 0.875     ]	3.567556
[0.12236266 0.953125  ]	4.069621
[0.09839718 0.984375  ]	3.9311817
[0.10993856 0.96875   ]	3.546929
[0.05453845 0.984375  ]	3.430188
[0.06159688 0.984375  ]	3.4680843
[0.08107137 0.96875   ]	3.5619955
[0.16132885 0.953125  ]	3.3960586
[0.07949033 0.96875   ]	3.461401
[0.08873025 0.984375  ]	3.8661146
[0.15688583 0.953125  ]	3.0433443
[0.21256867 0.921875  ]	3.968781
[0.21390164 0.90625   ]	3.380888
[0.09947602 0.96875   ]	3.761536
[0.17530763 0.9375    ]	3.6277685
[0.13423997 0.953125  ]	3.6001334
[0.17937537 0.921875  ]	3.6860518
[0.3391412 0.875    ]	3.803873
[0.3879467 0.859375 ]	2.6405602
[0.15283306 0.921875  ]	3.4352543
[0.10273296 1.        ]	3.4168124
[0.21054271 0.921875  ]	3.8260999
[0.7243354 0.6875   ]	2.5647852
[0.21895657 0.90625   ]	3.9356005
[0.4159413 0.8125   ]	2.5534515
[0.21143818 0.890625  ]	3.4275446
[0.15571012 0.984375  ]	3.2597055
[0.31736735 0.84375   ]	3.281065
[0.5583714 0.703125 ]	3.1996186
[0.48918563 0.75      ]	3.4464989
[0.28538835 0.90625   ]	2.8988276
[0.17206754 0.9375    ]	3.3319297
[0.29249525 0.90625   ]	2.8321707
[0.32514104 0.8125    ]	4.2768083
[2.0679417 0.203125 ]	1.8840431
[0.8907788 0.671875 ]	1.3185582
[0.28864577 0.84375   ]	2.7245865
[0.12707683 0.96875   ]	3.5607247
[0.19518697 0.953125  ]	3.4051316
[0.15854016 0.96875   ]	2.9169233
[0.20662752 0.9375    ]	3.2417073
[0.22374015 0.921875  ]	3.129105
[0.17870629 0.953125  ]	3.150713
[0.15697072 0.96875   ]	3.1268694
[0.22296438 0.953125  ]	3.1662266
[0.292832 0.875   ]	2.8098931
[0.2698448 0.921875 ]	2.6340039
[0.22392684 0.9375    ]	3.3422604
[0.64722466 0.59375   ]	2.2199655
[0.18052354 0.96875   ]	3.1645305
[0.53867126 0.703125  ]	2.608242
[0.14327009 1.        ]	3.0099034
[0.325657 0.90625 ]	3.0967946
[0.3986659 0.765625 ]	3.1900644
[0.51769876 0.765625  ]	2.7379708
[0.37116447 0.78125   ]	3.1483312
[0.36908925 0.84375   ]	2.651342
[0.2524016 0.9375   ]	3.0875154
[0.41916156 0.828125  ]	2.8136308
[0.36641026 0.859375  ]	2.7861
[0.4080116 0.875    ]	2.1080103
[0.19352773 0.953125  ]	2.7231739
[0.5900394 0.671875 ]	2.5665975
[0.34256026 0.8125    ]	2.854378
[0.5926419 0.6875   ]	2.447252
[0.19999647 0.96875   ]	3.6275754
[1.0827742 0.53125  ]	1.893059
[0.16983317 0.9375    ]	2.8618236
[0.20202446 1.        ]	2.4699252
[0.27096185 0.875     ]	3.3789177
[0.32392663 0.84375   ]	2.4882243
[0.2629595 0.875    ]	3.1524954
[0.2851113 0.921875 ]	2.3392186
[0.279002 0.890625]	2.3645222
[0.33054805 0.8125    ]	3.030707
[0.41927308 0.828125  ]	2.8820636
[0.46701118 0.765625  ]	2.6649127
[0.18800217 0.96875   ]	3.4551582
[0.437246 0.796875]	2.4147658
[0.28993836 0.859375  ]	3.6627162
[0.91571623 0.515625  ]	1.7944459
[0.2718609 0.890625 ]	2.793048
[0.18960035 0.96875   ]	3.149231
[0.33669612 0.84375   ]	3.3633404
[0.43504542 0.734375  ]	2.9768217
[0.21456638 0.96875   ]	3.20342
[0.69146967 0.671875  ]	1.8777673
[0.2506552 0.90625  ]	2.6401885
[0.48752525 0.78125   ]	2.729476
