0.23112816	0.12014789
0.12095542	0.12016089
0.12007928	0.12018489
0.12008133	0.1201888
0.12008203	0.1201943
0.120072626	0.12021174
0.12002674	0.12028034
0.11992164	0.12041658
0.11994596	0.12040009
0.11998529	0.120369546
0.11979263	0.120600455
0.1197387	0.12068435
0.11957233	0.1208723
0.11946432	0.1210488
0.119184695	0.121360645
0.11897283	0.12161581
0.11875605	0.121877246
0.11829302	0.12242786
0.11793222	0.12280485
0.117892176	0.12284228
0.11757197	0.123187184
0.11682571	0.12397163
0.11811419	0.12344673
0.11662545	0.12368272
0.117151186	0.12317232
0.11668645	0.1236664
0.11690697	0.123485826
0.117181614	0.12319562
0.11682339	0.12359518
0.11743457	0.12294475
0.116883636	0.12354904
0.1169057	0.12354693
0.11712807	0.123301424
0.11651798	0.12398163
0.11692309	0.123578325
0.11557772	0.12500545
0.11613808	0.124409206
0.11640954	0.12412032
0.1160193	0.12455299
0.116452515	0.12411463
0.11555956	0.12507363
0.115161024	0.12549904
0.115842864	0.124771245
0.11455537	0.12618259
0.11435719	0.12638043
0.11396509	0.12682441
0.11486297	0.12582432
0.11405613	0.12673536
0.11404996	0.12676077
0.11469728	0.12597997
0.11375147	0.12706706
0.11222231	0.12873691
0.1127249	0.12817581
0.1123605	0.12859751
0.11156571	0.12945522
0.111934565	0.12903358
0.11066326	0.1304743
0.10914764	0.13220553
0.10947197	0.1317839
0.11021568	0.13097
0.10969173	0.13152587
0.111431465	0.12963326
0.10863789	0.1327151
0.11038991	0.13069765
0.10764502	0.13383378
0.10792961	0.13353018
0.1048257	0.13714035
0.104271315	0.13778825
0.107453175	0.1340615
0.101512894	0.14105736
0.10343116	0.13879815
0.104219005	0.13784403
0.53065634	0.13584149
0.53643036	0.13842973
0.10558252	0.13567215
0.10657851	0.13454449
0.10299958	0.13865744
0.10131664	0.14065507
0.10341794	0.13820466
0.10383451	0.13774401
0.10081592	0.14126584
0.10283847	0.13891694
0.102714986	0.13909288
0.10035658	0.1418753
0.104957074	0.13649575
0.10245237	0.13938598
0.103168085	0.13857877
0.09886207	0.14368904
0.10432115	0.13724905
0.102599554	0.13923623
0.102886006	0.1388961
0.10306217	0.13871066
0.099242546	0.14324164
0.10112056	0.14100455
0.09845973	0.14420167
0.102680236	0.13917379
0.103590675	0.13810998
0.100823686	0.1413805
0.102915905	0.13891694
0.10139517	0.14068367
0.09835547	0.14432819
0.09013213	0.15465477
0.09386683	0.14995793
0.094973646	0.14850836
0.09987642	0.14253627
0.09897361	0.14360623
0.08672736	0.15919913
0.09132273	0.15322825
0.10198537	0.14002623
0.0919648	0.15231259
0.09395756	0.14982936
0.09739603	0.14556928
0.0855153	0.16086099
0.087229826	0.15859893
0.09228954	0.1519525
0.08312207	0.16415499
0.080338925	0.16811362
0.08141399	0.16663201
0.09130402	0.1532843
0.083221346	0.16405423
0.081316955	0.16677631
0.08784384	0.15783487
0.08861733	0.15675712
0.0901025	0.1548153
0.09057779	0.15415739
0.07335502	0.17830133
0.07579535	0.17473893
0.07971246	0.16898593
0.07721514	0.17273487
0.08511423	0.16147465
0.08120332	0.16689172
0.07737238	0.1723312
0.08106471	0.16698655
0.07337031	0.17831181
0.064132474	0.19302179
0.07345238	0.1782397
0.073062964	0.1787707
0.0710262	0.18185121
0.07182845	0.1806081
0.07722783	0.1725192
0.07678004	0.17313339
0.06816738	0.18631943
0.06798263	0.18661453
0.062874	0.19500653
0.06824889	0.18621375
0.057451148	0.20451581
0.049206696	0.22000419
0.055038355	0.20886883
0.05552756	0.20785692
0.05297208	0.21268359
0.051377356	0.21560234
0.05234237	0.21383253
0.048226044	0.2218144
0.04936125	0.21963207
0.04398422	0.2307508
0.063599244	0.19380815
0.050999746	0.21634138
0.043221533	0.23214905
0.045711488	0.2269128
0.053628962	0.21149947
0.038507458	0.24253571
0.03380621	0.25407138
0.03886459	0.24184677
0.038980167	0.2414548
0.049992956	0.21830034
0.048984352	0.22017427
0.03640636	0.24733241
0.028627815	0.26722786
0.47001976	0.24778481
0.046410482	0.22523202
0.025238477	0.2768417
0.03781164	0.24401894
0.029163454	0.26554263
0.033031333	0.25543594
0.03335042	0.25457132
0.45319635	0.2950911
0.024239492	0.27948934
0.028395403	0.2675636
0.46416628	0.2620966
0.020896865	0.28992522
0.018243141	0.29883242
0.017593395	0.3012264
0.015331864	0.30962065
0.0139904255	0.31502834
0.012516517	0.3210372
0.46208245	0.2675337
0.012208144	0.3224023
0.013189686	0.31815943
0.018467743	0.29778618
0.023762207	0.28051355
0.00948081	0.33513644
0.019095868	0.2954359
0.023409307	0.2816221
0.39528328	0.30324334
0.016369572	0.3030112
0.018719086	0.29448965
0.0054496774	0.3564721
0.019216793	0.29296896
0.0074072243	0.3442883
0.02712928	0.26859063
0.009567362	0.33258963
0.017028552	0.30078253
0.017169295	0.30038723
0.030294014	0.26013058
